CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME
species,whbpur1,White-browed Purpletuft,Iodopleura isabellae
species,duspur1,Dusky Purpletuft,Iodopleura fusca
species,butpur1,Buff-throated Purpletuft,Iodopleura pipra
species,shlcot1,Shrike-like Cotinga,Laniisoma elegans
species,whnxen1,White-naped Xenopsaris,Xenopsaris albinucha
species,grbbec1,Green-backed Becard,Pachyramphus viridis
species,barbec1,Barred Becard,Pachyramphus versicolor
species,slabec1,Slaty Becard,Pachyramphus spodiurus
species,cinbec2,Cinereous Becard,Pachyramphus rufus
species,cinbec1,Cinnamon Becard,Pachyramphus cinnamomeus
species,chcbec1,Chestnut-crowned Becard,Pachyramphus castaneus
species,whwbec1,White-winged Becard,Pachyramphus polychopterus
species,bawbec1,Black-and-white Becard,Pachyramphus albogriseus
species,grcbec1,Gray-collared Becard,Pachyramphus major
species,blcbec1,Black-capped Becard,Pachyramphus marginatus
species,glbbec1,Glossy-backed Becard,Pachyramphus surinamus
species,rotbec,Rose-throated Becard,Pachyramphus aglaiae
species,jambec1,Jamaican Becard,Pachyramphus niger
species,oncbec1,One-colored Becard,Pachyramphus homochrous
species,pitbec1,Pink-throated Becard,Pachyramphus minor
species,crebec1,Crested Becard,Pachyramphus validus
species,sharpb1,Sharpbill,Oxyruncus cristatus
species,royfly1,Royal Flycatcher,Onychorhynchus coronatus
species,rutfly2,Ruddy-tailed Flycatcher,Terenotriccus erythrurus
species,tabfly1,Tawny-breasted Flycatcher,Myiobius villosus
species,surfly1,Sulphur-rumped Flycatcher,Myiobius sulphureipygius
species,whifly1,Whiskered Flycatcher,Myiobius barbatus
species,bltfly1,Black-tailed Flycatcher,Myiobius atricaudus
species,wibpip1,Wing-barred Piprites,Piprites chloris
species,grhpip1,Gray-headed Piprites,Piprites griseiceps
species,bkcpip1,Black-capped Piprites,Piprites pileata
species,cinmat1,Cinnamon Manakin-Tyrant,Neopipo cinnamomea
species,kincal1,Kinglet Calyptura,Calyptura cristata
species,cicspa1,Cinnamon-crested Spadebill,Platyrinchus saturatus
species,sttspa1,Stub-tailed Spadebill,Platyrinchus cancrominus
species,whtspa1,White-throated Spadebill,Platyrinchus mystaceus
species,gocspa1,Golden-crowned Spadebill,Platyrinchus coronatus
species,yetspa1,Yellow-throated Spadebill,Platyrinchus flavigularis
species,whcspa1,White-crested Spadebill,Platyrinchus platyrhynchos
species,ruwspa1,Russet-winged Spadebill,Platyrinchus leucoryphus
species,mcrtyr1,Many-colored Rush Tyrant,Tachuris rubrigastra
species,stnfly1,Streak-necked Flycatcher,Mionectes striaticollis
species,olsfly2,Olive-streaked Flycatcher,Mionectes olivaceus
species,olsfly1,Olive-striped Flycatcher,Mionectes galbinus
species,ocbfly1,Ochre-bellied Flycatcher,Mionectes oleagineus
species,mccfly1,McConnell's Flycatcher,Mionectes macconnelli
species,mccfly3,Sierra de Lema Flycatcher,Mionectes roraimae
species,gyhfly1,Gray-hooded Flycatcher,Mionectes rufiventris
species,secfly1,Sepia-capped Flycatcher,Leptopogon amaurocephalus
species,slcfly1,Slaty-capped Flycatcher,Leptopogon superciliaris
species,rubfly2,Rufous-breasted Flycatcher,Leptopogon rufipectus
species,incfly1,Inca Flycatcher,Leptopogon taczanowskii
species,sdmtyr2,Serra do Mar Tyrannulet,Pogonotriccus difficilis
species,sobtyr2,Southern Bristle-Tyrant,Pogonotriccus eximius
species,mfbtyr1,Marble-faced Bristle-Tyrant,Pogonotriccus ophthalmicus
species,anbtyr1,Antioquia Bristle-Tyrant,Pogonotriccus lanyoni
species,saptyr1,Sao Paulo Tyrannulet,Pogonotriccus paulista
species,vabtyr1,Variegated Bristle-Tyrant,Pogonotriccus poecilotis
species,vebtyr2,Venezuelan Bristle-Tyrant,Pogonotriccus venezuelanus
species,spbtyr1,Spectacled Bristle-Tyrant,Pogonotriccus orbitalis
species,chabrt1,Chapman's Bristle-Tyrant,Pogonotriccus chapmani
species,oustyr1,Oustalet's Tyrannulet,Phylloscartes oustaleti
species,yegtyr1,Yellow-green Tyrannulet,Phylloscartes flavovirens
species,olgtyr1,Olive-green Tyrannulet,Phylloscartes virescens
species,moctyr2,Mottle-cheeked Tyrannulet,Phylloscartes ventralis
species,bahtyr1,Bahia Tyrannulet,Phylloscartes beckeri
species,restyr1,Restinga Tyrannulet,Phylloscartes kronei
species,bartyr1,Bay-ringed Tyrannulet,Phylloscartes sylviolus
species,alatyr1,Alagoas Tyrannulet,Phylloscartes ceciliae
species,migtyr1,Minas Gerais Tyrannulet,Phylloscartes roquettei
species,rubtyr1,Rufous-browed Tyrannulet,Phylloscartes superciliaris
species,blftyr1,Black-fronted Tyrannulet,Phylloscartes nigrifrons
species,rultyr1,Rufous-lored Tyrannulet,Phylloscartes flaviventris
species,ecutyr1,Ecuadorian Tyrannulet,Phylloscartes gualaquizae
species,ciftyr1,Cinnamon-faced Tyrannulet,Phylloscartes parkeri
species,boptyr1,Bronze-olive Pygmy-Tyrant,Pseudotriccus pelzelni
species,hfptyr1,Hazel-fronted Pygmy-Tyrant,Pseudotriccus simplex
species,rhptyr1,Rufous-headed Pygmy-Tyrant,Pseudotriccus ruficeps
species,rinant2,Ringed Antpipit,Corythopis torquatus
species,souant1,Southern Antpipit,Corythopis delalandi
species,eaptyr1,Eared Pygmy-Tyrant,Myiornis auricularis
species,wbptyr1,White-bellied Pygmy-Tyrant,Myiornis albiventris
species,bcptyr1,Black-capped Pygmy-Tyrant,Myiornis atricapillus
species,stptyr1,Short-tailed Pygmy-Tyrant,Myiornis ecaudatus
species,scptyr1,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus
species,dbptyr1,Double-banded Pygmy-Tyrant,Lophotriccus vitiosus
species,lcptyr1,Long-crested Pygmy-Tyrant,Lophotriccus eulophotes
species,heptyr1,Helmeted Pygmy-Tyrant,Lophotriccus galeatus
species,peptyr1,Pale-eyed Pygmy-Tyrant,Atalotriccus pilaris
species,norben1,Northern Bentbill,Oncostoma cinereigulare
species,souben1,Southern Bentbill,Oncostoma olivaceum
species,snttyr1,Snethlage's Tody-Tyrant,Hemitriccus minor
species,yuttyr1,Yungas Tody-Tyrant,Hemitriccus spodiops
species,acrtot1,Acre Tody-Tyrant,Hemitriccus cohnhafti
species,flapyt1,Flammulated Pygmy-Tyrant,Hemitriccus flammulatus
species,drbpyt1,Drab-breasted Pygmy-Tyrant,Hemitriccus diops
species,bnbpyt1,Brown-breasted Pygmy-Tyrant,Hemitriccus obsoletus
species,bbttyr1,Boat-billed Tody-Tyrant,Hemitriccus josephinae
species,wettyr1,White-eyed Tody-Tyrant,Hemitriccus zosterops
species,whbtot1,White-bellied Tody-Tyrant,Hemitriccus griseipectus
species,erttyr1,Eye-ringed Tody-Tyrant,Hemitriccus orbitatus
species,jottyr1,Johannes's Tody-Tyrant,Hemitriccus iohannis
species,snttyr2,Stripe-necked Tody-Tyrant,Hemitriccus striaticollis
species,hattyr1,Hangnest Tody-Tyrant,Hemitriccus nidipendulus
species,pvttyr1,Pearly-vented Tody-Tyrant,Hemitriccus margaritaceiventer
species,pettyr1,Pelzeln's Tody-Tyrant,Hemitriccus inornatus
species,zittyr1,Zimmer's Tody-Tyrant,Hemitriccus minimus
species,btttyr1,Black-throated Tody-Tyrant,Hemitriccus granadensis
species,cbttyr1,Cinnamon-breasted Tody-Tyrant,Hemitriccus cinnamomeipectus
species,bbttyr2,Buff-breasted Tody-Tyrant,Hemitriccus mirandae
species,kattyr1,Kaempfer's Tody-Tyrant,Hemitriccus kaempferi
species,btttyr2,Buff-throated Tody-Tyrant,Hemitriccus rufigularis
species,fotpyt1,Fork-tailed Pygmy-Tyrant,Hemitriccus furcatus
species,rcttyr1,Rufous-crowned Tody-Flycatcher,Poecilotriccus ruficeps
species,johtot1,Johnson's Tody-Flycatcher,Poecilotriccus luluae
species,wcttyr1,White-cheeked Tody-Flycatcher,Poecilotriccus albifacies
species,bawtyr1,Black-and-white Tody-Flycatcher,Poecilotriccus capitalis
species,buctof1,Buff-cheeked Tody-Flycatcher,Poecilotriccus senex
species,rudtof1,Ruddy Tody-Flycatcher,Poecilotriccus russatus
species,ocftof1,Ochre-faced Tody-Flycatcher,Poecilotriccus plumbeiceps
species,smftof1,Smoky-fronted Tody-Flycatcher,Poecilotriccus fumifrons
species,ruftof1,Rusty-fronted Tody-Flycatcher,Poecilotriccus latirostris
species,shtfly1,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia
species,gowtof1,Golden-winged Tody-Flycatcher,Poecilotriccus calopterus
species,bkbtof1,Black-backed Tody-Flycatcher,Poecilotriccus pulchellus
species,blctyr2,Black-chested Tyrant,Taeniotriccus andrei
species,sptfly1,Spotted Tody-Flycatcher,Todirostrum maculatum
species,gyhtof1,Gray-headed Tody-Flycatcher,Todirostrum poliocephalum
species,cotfly1,Common Tody-Flycatcher,Todirostrum cinereum
species,matfly1,Maracaibo Tody-Flycatcher,Todirostrum viridanum
species,bhtfly1,Black-headed Tody-Flycatcher,Todirostrum nigriceps
species,patfly1,Painted Tody-Flycatcher,Todirostrum pictum
species,ybtfly1,Yellow-browed Tody-Flycatcher,Todirostrum chrysocrotaphum
species,brofly1,Brownish Twistwing,Cnipodectes subbrunneus
species,ruftwi1,Rufous Twistwing,Cnipodectes superrufus
species,eyrfla1,Eye-ringed Flatbill,Rhynchocyclus brevirostris
species,olifla1,Olivaceous Flatbill,Rhynchocyclus olivaceus
species,pacfla1,Pacific Flatbill,Rhynchocyclus pacificus
species,fubfla1,Fulvous-breasted Flatbill,Rhynchocyclus fulvipectus
species,yeofly1,Yellow-olive Flycatcher,Tolmomyias sulphurescens
species,orefly1,Orange-eyed Flycatcher,Tolmomyias traylori
species,yemfly2,Yellow-winged Flycatcher,Tolmomyias flavotectus
species,yemfly1,Yellow-margined Flycatcher,Tolmomyias assimilis
species,gycfly1,Gray-crowned Flycatcher,Tolmomyias poliocephalus
species,yebfly4,Olive-faced Flycatcher,Tolmomyias viridiceps
species,yebfly3,Ochre-lored Flycatcher,Tolmomyias flaviventris
species,cinfly2,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus
species,clifly1,Cliff Flycatcher,Hirundinea ferruginea
species,ornfly1,Ornate Flycatcher,Myiotriccus ornatus
species,hanfly1,Handsome Flycatcher,Nephelomyias pulcher
species,orbfly1,Orange-banded Flycatcher,Nephelomyias lintoni
species,ocbfly2,Ochraceous-breasted Flycatcher,Nephelomyias ochraceiventris
species,yebtyr1,Yellow-bellied Tyrannulet,Ornithion semiflavum
species,brctyr,Brown-capped Tyrannulet,Ornithion brunneicapillus
species,whltyr1,White-lored Tyrannulet,Ornithion inerme
species,nobtyr,Northern Beardless-Tyrannulet,Camptostoma imberbe
species,sobtyr1,Southern Beardless-Tyrannulet,Camptostoma obsoletum
species,suifly1,Suiriri Flycatcher,Suiriri suiriri
species,whttyr1,White-tailed Tyrannulet,Mecocerculus poecilocercus
species,bubtyr1,Buff-banded Tyrannulet,Mecocerculus hellmayri
species,whbtyr1,White-banded Tyrannulet,Mecocerculus stictopterus
species,whttyr2,White-throated Tyrannulet,Mecocerculus leucophrys
species,ruwtyr1,Rufous-winged Tyrannulet,Mecocerculus calopterus
species,subtyr1,Sulphur-bellied Tyrannulet,Mecocerculus minor
species,bkctit1,Black-crested Tit-Tyrant,Anairetes nigrocristatus
species,pcttyr1,Pied-crested Tit-Tyrant,Anairetes reguloides
species,abttyr1,Ash-breasted Tit-Tyrant,Anairetes alpinus
species,ybttyr1,Yellow-billed Tit-Tyrant,Anairetes flavirostris
species,tuttyr1,Tufted Tit-Tyrant,Anairetes parulus
species,jfttyr1,Juan Fernandez Tit-Tyrant,Anairetes fernandezianus
species,agitit1,Agile Tit-Tyrant,Uromyias agilis
species,unstit1,Unstreaked Tit-Tyrant,Uromyias agraphia
species,moctyr6,Tumbes Tyrannulet,Nesotriccus tumbezana
species,moctyr4,Marañon Tyrannulet,Nesotriccus maranonica
species,moctyr7,Northern Mouse-colored Tyrannulet,Nesotriccus incomta
species,cocfly1,Cocos Tyrannulet,Nesotriccus ridgwayi
species,moctyr3,Southern Mouse-colored Tyrannulet,Nesotriccus murina
species,yeltyr1,Yellow Tyrannulet,Capsiempis flaveola
species,beatac1,Bearded Tachuri,Polystictus pectoralis
species,gybtac1,Gray-backed Tachuri,Polystictus superciliaris
species,shttyr1,Sharp-tailed Tyrant,Culicivora caudacuta
species,credor1,Crested Doradito,Pseudocolopteryx sclateri
species,subdor1,Subtropical Doradito,Pseudocolopteryx acutipennis
species,dindor2,Dinelli's Doradito,Pseudocolopteryx dinelliana
species,wardor1,Warbling Doradito,Pseudocolopteryx flaviventris
species,ticdor1,Ticking Doradito,Pseudocolopteryx citreola
species,yectyr1,Yellow-crowned Tyrannulet,Tyrannulus elatus
species,forela1,Forest Elaenia,Myiopagis gaimardii
species,gryela1,Choco Elaenia,Myiopagis parambae
species,gryela2,Amazonian Elaenia,Myiopagis cinerea
species,fooela1,Foothill Elaenia,Myiopagis olallai
species,gryela3,Gray-headed Elaenia,Myiopagis caniceps
species,pacela1,Pacific Elaenia,Myiopagis subplacens
species,yecela1,Yellow-crowned Elaenia,Myiopagis flavivertex
species,jamela1,Jamaican Elaenia,Myiopagis cotta
species,greela,Greenish Elaenia,Myiopagis viridicata
species,plcela1,Plain-crested Elaenia,Elaenia cristata
species,rucela1,Rufous-crowned Elaenia,Elaenia ruficeps
species,slaela1,Slaty Elaenia,Elaenia strepera
species,mobela1,Mottle-backed Elaenia,Elaenia gigas
species,higela3,Small-headed Elaenia,Elaenia sordida
species,greela1,Great Elaenia,Elaenia dayi
species,higela2,Highland Elaenia,Elaenia obscura
species,yebela1,Yellow-bellied Elaenia,Elaenia flavogaster
species,smbela1,Small-billed Elaenia,Elaenia parvirostris
species,broela1,Brownish Elaenia,Elaenia pelzelni
species,larela1,Large Elaenia,Elaenia spectabilis
species,norela1,Noronha Elaenia,Elaenia ridleyana
species,oliela1,Olivaceous Elaenia,Elaenia mesoleuca
species,lesela1,Lesser Elaenia,Elaenia chiriquensis
species,cooela1,Coopmans's Elaenia,Elaenia brachyptera
species,whcela1,White-crested Elaenia,Elaenia albiceps
species,sieela3,Sierran Elaenia,Elaenia pallatangae
species,mouela1,Mountain Elaenia,Elaenia frantzii
species,sieela2,Tepui Elaenia,Elaenia olivina
species,carela1,Caribbean Elaenia,Elaenia martinica
species,graela1,Greater Antillean Elaenia,Elaenia fallax
species,tortyr1,Torrent Tyrannulet,Serpophaga cinerea
species,rivtyr1,River Tyrannulet,Serpophaga hypoleuca
species,sootyr1,Sooty Tyrannulet,Serpophaga nigricans
species,y01036,White-crested Tyrannulet,Serpophaga subcristata
species,gyctyr2,Straneck's Tyrannulet,Serpophaga griseicapilla
species,roltyr1,White-fronted Tyrannulet,Phyllomyias zeledoni
species,roltyr3,Rough-legged Tyrannulet,Phyllomyias burmeisteri
species,gretyr1,Greenish Tyrannulet,Phyllomyias virescens
species,reityr1,Reiser's Tyrannulet,Phyllomyias reiseri
species,urityr1,Urich's Tyrannulet,Phyllomyias urichi
species,scltyr1,Sclater's Tyrannulet,Phyllomyias sclateri
species,platyr2,Planalto Tyrannulet,Phyllomyias fasciatus
species,yuntyr1,Yungas Tyrannulet,Phyllomyias weedeni
species,sohtyr1,Sooty-headed Tyrannulet,Phyllomyias griseiceps
species,blctyr1,Black-capped Tyrannulet,Phyllomyias nigrocapillus
species,ashtyr1,Ashy-headed Tyrannulet,Phyllomyias cinereiceps
species,tartyr1,Tawny-rumped Tyrannulet,Phyllomyias uropygialis
species,plctyr1,Plumbeous-crowned Tyrannulet,Phyllomyias plumbeiceps
species,gyctyr1,Gray-capped Tyrannulet,Phyllomyias griseocapilla
species,rebtyr2,Red-billed Tyrannulet,Zimmerius cinereicapilla
species,mistyr1,Mishana Tyrannulet,Zimmerius villarejoi
species,chityr1,Chico's Tyrannulet,Zimmerius chicomendesi
species,guityr1,Guianan Tyrannulet,Zimmerius acer
species,paltyr2,Guatemalan Tyrannulet,Zimmerius vilissimus
species,paltyr3,Mistletoe Tyrannulet,Zimmerius parvus
species,chotyr1,Choco Tyrannulet,Zimmerius albigularis
species,paltyr4,Spectacled Tyrannulet,Zimmerius improbus
species,goftyr1,Golden-faced Tyrannulet,Zimmerius chrysops
species,pertyr1,Peruvian Tyrannulet,Zimmerius viridiflavus
species,boltyr1,Bolivian Tyrannulet,Zimmerius bolivianus
species,paltyr5,Venezuelan Tyrannulet,Zimmerius petersi
species,slftyr1,Slender-footed Tyrannulet,Zimmerius gracilipes
species,tacpyt2,Fulvous-faced Scrub-Tyrant,Euscarthmus fulviceps
species,tacpyt1,Fulvous-crowned Scrub-Tyrant,Euscarthmus meloryphus
species,rsptyr1,Rufous-sided Scrub-Tyrant,Euscarthmus rufomarginatus
species,gawtyr2,Gray-and-white Tyrannulet,Pseudelaenia leucospodia
species,lewtyr1,Lesser Wagtail-Tyrant,Stigmatura napensis
species,leswat2,Bahia Wagtail-Tyrant,Stigmatura bahiae
species,grwtyr1,Greater Wagtail-Tyrant,Stigmatura budytoides
species,slbtyr1,Slender-billed Tyrannulet,Inezia tenuirostris
species,platyr1,Plain Tyrannulet,Inezia inornata
species,amatyr1,Amazonian Tyrannulet,Inezia subflava
species,pattyr3,Pale-tipped Tyrannulet,Inezia caudata
species,flafly2,Flavescent Flycatcher,Myiophobus flavicans
species,orcfly1,Orange-crested Flycatcher,Myiophobus phoenicomitra
species,unafly1,Unadorned Flycatcher,Myiophobus inornatus
species,rorfly1,Roraiman Flycatcher,Myiophobus roraimae
species,olcfly1,Olive-chested Flycatcher,Myiophobus cryptoxanthus
species,brcfly1,Bran-colored Flycatcher,Myiophobus fasciatus
species,brcfly4,Mouse-gray Flycatcher,Myiophobus crypterythrus
species,brcfly3,Rufescent Flycatcher,Myiophobus rufescens
species,eulfly1,Euler's Flycatcher,Lathrotriccus euleri
species,gybfly1,Gray-breasted Flycatcher,Lathrotriccus griseipectus
species,tacfly1,Tawny-chested Flycatcher,Aphanotriccus capitalis
species,blbfly1,Black-billed Flycatcher,Aphanotriccus audax
species,belfly1,Belted Flycatcher,Xenotriccus callizonus
species,pilfly1,Pileated Flycatcher,Xenotriccus mexicanus
species,tuffly,Tufted Flycatcher,Mitrephanes phaeocercus
species,olifly2,Olive Flycatcher,Mitrephanes olivaceus
species,olsfly,Olive-sided Flycatcher,Contopus cooperi
species,ochpew1,Ochraceous Pewee,Contopus ochraceus
species,grepew,Greater Pewee,Contopus pertinax
species,darpew1,Dark Pewee,Contopus lugubris
species,smcpew1,Smoke-colored Pewee,Contopus fumigatus
species,jampew1,Jamaican Pewee,Contopus pallidus
species,tropew2,Tumbes Pewee,Contopus punensis
species,whtpew1,White-throated Pewee,Contopus albogularis
species,blapew1,Blackish Pewee,Contopus nigrescens
species,tropew3,Southern Tropical Pewee,Contopus cinereus
species,wewpew,Western Wood-Pewee,Contopus sordidulus
species,tropew4,Northern Tropical Pewee,Contopus bogotensis
species,eawpew,Eastern Wood-Pewee,Contopus virens
species,cubpew1,Cuban Pewee,Contopus caribaeus
species,hispew1,Hispaniolan Pewee,Contopus hispaniolensis
species,leapew1,Lesser Antillean Pewee,Contopus latirostris
species,fusfly1,Fuscous Flycatcher,Cnemotriccus fuscatus
species,yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris
species,acafly,Acadian Flycatcher,Empidonax virescens
species,aldfly,Alder Flycatcher,Empidonax alnorum
species,wilfly,Willow Flycatcher,Empidonax traillii
species,whtfly1,White-throated Flycatcher,Empidonax albigularis
species,leafly,Least Flycatcher,Empidonax minimus
species,hamfly,Hammond's Flycatcher,Empidonax hammondii
species,gryfly,Gray Flycatcher,Empidonax wrightii
species,dusfly,Dusky Flycatcher,Empidonax oberholseri
species,pinfly1,Pine Flycatcher,Empidonax affinis
species,pasfly,Pacific-slope Flycatcher,Empidonax difficilis
species,corfly,Cordilleran Flycatcher,Empidonax occidentalis
species,yelfly1,Yellowish Flycatcher,Empidonax flavescens
species,bubfly,Buff-breasted Flycatcher,Empidonax fulvifrons
species,blcfly1,Black-capped Flycatcher,Empidonax atriceps
species,blkpho,Black Phoebe,Sayornis nigricans
species,easpho,Eastern Phoebe,Sayornis phoebe
species,saypho,Say's Phoebe,Sayornis saya
species,chafly3,Chapada Flycatcher,Guyramemua affine
species,nosfly1,Northern Scrub-Flycatcher,Sublegatus arenarum
species,amsfly1,Amazonian Scrub-Flycatcher,Sublegatus obscurior
species,sosfly1,Southern Scrub-Flycatcher,Sublegatus modestus
species,verfly,Vermilion Flycatcher,Pyrocephalus rubinus
species,brufly1,Brujo Flycatcher,Pyrocephalus nanus
species,ausneg1,Austral Negrito,Lessonia rufa
species,andneg1,Andean Negrito,Lessonia oreas
species,rivtyr2,Riverside Tyrant,Knipolegus orenocensis
species,ruttyr1,Rufous-tailed Tyrant,Knipolegus poecilurus
species,ambtyr1,Amazonian Black-Tyrant,Knipolegus poecilocercus
species,whwblt2,Caatinga Black-Tyrant,Knipolegus franciscanus
species,crbtyr1,Crested Black-Tyrant,Knipolegus lophotes
species,vebtyr1,Velvety Black-Tyrant,Knipolegus nigerrimus
species,andtyr3,Jelski's Black-Tyrant,Knipolegus signatus
species,andtyr2,Plumbeous Black-Tyrant,Knipolegus cabanisi
species,bbbtyr1,Blue-billed Black-Tyrant,Knipolegus cyanirostris
species,cintyr1,Cinereous Tyrant,Knipolegus striaticeps
species,whwblt1,White-winged Black-Tyrant,Knipolegus aterrimus
species,hubtyr1,Hudson's Black-Tyrant,Knipolegus hudsoni
species,spetyr1,Spectacled Tyrant,Hymenops perspicillatus
species,drwtyr1,Drab Water Tyrant,Ochthornis littoralis
species,yebtyr2,Yellow-browed Tyrant,Satrapa icterophrys
species,ligtyr1,Little Ground-Tyrant,Syrtidicola fluviatilis
species,sbgtyr1,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris
species,tacgrt1,Taczanowski's Ground-Tyrant,Muscisaxicola griseus
species,pugtyr1,Puna Ground-Tyrant,Muscisaxicola juninensis
species,cingrt1,Cinereous Ground-Tyrant,Muscisaxicola cinereus
species,wfgtyr1,White-fronted Ground-Tyrant,Muscisaxicola albifrons
species,ongtyr1,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha
species,rngtyr1,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex
species,dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus
species,wbgtyr1,White-browed Ground-Tyrant,Muscisaxicola albilora
species,plcgrt1,Plain-capped Ground-Tyrant,Muscisaxicola alpinus
species,cibgrt1,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus
species,bfgtyr1,Black-fronted Ground-Tyrant,Muscisaxicola frontalis
species,rrbtyr1,Red-rumped Bush-Tyrant,Cnemarchus erythropygius
species,rwbtyr1,Rufous-webbed Bush-Tyrant,Cnemarchus rufipennis
species,fiediu1,Fire-eyed Diucon,Pyrope pyrope
species,whrmon2,White-rumped Monjita,Xolmis velatus
species,whimon1,White Monjita,Xolmis irupero
species,grymon1,Gray Monjita,Nengetus cinereus
species,bkcmon1,Black-crowned Monjita,Neoxolmis coronatus
species,salmon1,Salinas Monjita,Neoxolmis salinarum
species,rubmon1,Rusty-backed Monjita,Neoxolmis rubetra
species,chvtyr2,Chocolate-vented Tyrant,Neoxolmis rufiventris
species,bkbsht1,Black-billed Shrike-Tyrant,Agriornis montanus
species,wtstyr1,White-tailed Shrike-Tyrant,Agriornis albicauda
species,gresht1,Great Shrike-Tyrant,Agriornis lividus
species,gybsht1,Gray-bellied Shrike-Tyrant,Agriornis micropterus
species,lessht1,Lesser Shrike-Tyrant,Agriornis murinus
species,stbtyr1,Streak-throated Bush-Tyrant,Myiotheretes striaticollis
species,smbtyr1,Santa Marta Bush-Tyrant,Myiotheretes pernix
species,smbtyr2,Smoky Bush-Tyrant,Myiotheretes fumigatus
species,rbbtyr1,Rufous-bellied Bush-Tyrant,Myiotheretes fuscorufus
species,whmtyr1,White-headed Marsh Tyrant,Arundinicola leucocephala
species,piwtyr1,Pied Water-Tyrant,Fluvicola pica
species,bbwtyr1,Black-backed Water-Tyrant,Fluvicola albiventer
species,mawtyr1,Masked Water-Tyrant,Fluvicola nengeta
species,shtgrt1,Shear-tailed Gray Tyrant,Muscipipra vetula
species,stttyr2,Streamer-tailed Tyrant,Gubernetes yetapa
species,bawmon3,Black-and-white Monjita,Heteroxolmis dominicana
species,cottyr1,Cock-tailed Tyrant,Alectrurus tricolor
species,stttyr1,Strange-tailed Tyrant,Alectrurus risora
species,crocht1,Crowned Chat-Tyrant,Silvicultrix frontalis
species,jelcht1,Jelski's Chat-Tyrant,Silvicultrix jelskii
species,gobcht1,Golden-browed Chat-Tyrant,Silvicultrix pulchella
species,yebcht1,Yellow-bellied Chat-Tyrant,Silvicultrix diadema
species,pattyr2,Patagonian Tyrant,Colorhamphus parvirostris
species,tumtyr2,Tumbes Chat-Tyrant,Ochthoeca salvini
species,slbcht2,Chestnut-bellied Chat-Tyrant,Ochthoeca cinnamomeiventris
species,slbcht1,Blackish Chat-Tyrant,Ochthoeca nigrita
species,slbcht3,Maroon-belted Chat-Tyrant,Ochthoeca thoracica
species,rbctyr1,Rufous-breasted Chat-Tyrant,Ochthoeca rufipectoralis
species,bbctyr1,Brown-backed Chat-Tyrant,Ochthoeca fumicolor
species,bnbcht2,Rufous-browed Chat-Tyrant,Ochthoeca superciliosa
species,dorcht1,d'Orbigny's Chat-Tyrant,Ochthoeca oenanthoides
species,pictyr1,Piura Chat-Tyrant,Ochthoeca piurae
species,wbctyr1,White-browed Chat-Tyrant,Ochthoeca leucophrys
species,lottyr1,Long-tailed Tyrant,Colonia colonus
species,stftyr1,Short-tailed Field Tyrant,Muscigralla brevicauda
species,lahfla2,Large-headed Flatbill,Ramphotrigon megacephalum
species,rutfla1,Rufous-tailed Flatbill,Ramphotrigon ruficauda
species,flafly1,Flammulated Flycatcher,Ramphotrigon flammulatum
species,dutfla1,Dusky-tailed Flatbill,Ramphotrigon fuscicauda
species,rutatt1,Rufous-tailed Attila,Attila phoenicurus
species,cinatt1,Cinnamon Attila,Attila cinnamomeus
species,ochatt1,Ochraceous Attila,Attila torridus
species,cibatt1,Citron-bellied Attila,Attila citriniventris
species,ducatt1,Dull-capped Attila,Attila bolivianus
species,gyhatt1,Gray-hooded Attila,Attila rufus
species,brratt1,Bright-rumped Attila,Attila spadiceus
species,siryst3,Choco Sirystes,Sirystes albogriseus
species,whrsir1,White-rumped Sirystes,Sirystes albocinereus
species,todsir1,Todd's Sirystes,Sirystes subcanescens
species,sibsir1,Sibilant Sirystes,Sirystes sibilator
species,rufcas2,Rufous Casiornis,Casiornis rufus
species,astcas2,Ash-throated Casiornis,Casiornis fuscus
species,rufmou1,Rufous Mourner,Rhytipterna holerythra
species,gramou1,Grayish Mourner,Rhytipterna simplex
species,pabmou1,Pale-bellied Mourner,Rhytipterna immunda
species,ruffly1,Rufous Flycatcher,Myiarchus semirufus
species,yucfly1,Yucatan Flycatcher,Myiarchus yucatanensis
species,sadfly1,Sad Flycatcher,Myiarchus barbirostris
species,ducfly,Dusky-capped Flycatcher,Myiarchus tuberculifer
species,swafly1,Swainson's Flycatcher,Myiarchus swainsoni
species,venfly1,Venezuelan Flycatcher,Myiarchus venezuelensis
species,panfly1,Panama Flycatcher,Myiarchus panamensis
species,shcfly1,Short-crested Flycatcher,Myiarchus ferox
species,apifly1,Apical Flycatcher,Myiarchus apicalis
species,socfly2,Sooty-crowned Flycatcher,Myiarchus phaeocephalus
species,paefly1,Pale-edged Flycatcher,Myiarchus cephalotes
species,astfly,Ash-throated Flycatcher,Myiarchus cinerascens
